,birth,death,gender,level1_main_occ,name,un_subregion,bigperiod_birth_graph_b,level2_main_occ,level2_second_occ,level3_main_occ,citizenship_1_b,area1_of_rattachment,un_region
492,1923.0,2018.0,Male,Discovery/Science,Karl-Heinz_SchÃ¶nfelder,Western Europe,5.Contemporary period 1901-2020AD,Academia,Missing,historian,Germany,Germany,Europe
493,1934.0,2010.0,Male,Sports/Games,Klaus_Kotter,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Politics,olympic,Germany,Germany,Europe
494,1927.0,1994.0,Male,Culture,Peter_Borgelt,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Culture-periphery,actor,Germany,Germany,Europe
495,1865.0,1937.0,Male,Culture,Rudolf_Lettinger,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,actor,Germany,Old_(before_year_1990_AD)_Germany,Europe
496,1959.0,,Male,Culture,Uwe_Janson,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,film,Germany,Germany,Europe
497,1891.0,1963.0,Male,Leadership,Wolfgang_Martini,Western Europe,4.Mid Modern Period 1751-1900AD,Military,Missing,militar,Germany,Old_(before_year_1990_AD)_Germany,Europe
498,1854.0,1937.0,Male,Culture,Korl_Biegemann,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Academia,writer,Germany,Old_(before_year_1990_AD)_Germany,Europe
499,1986.0,,Male,Sports/Games,Francis_Litsingi,Central Africa,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Congo,Congo,Africa
500,1933.0,,Male,Sports/Games,Francis_Rion,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Belgium,Belgium,Europe
501,1890.0,1976.0,Male,Culture,Paul_MÃ¶hring,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Academia,writer,Germany,Old_(before_year_1990_AD)_Germany,Europe
502,1863.0,1940.0,Male,Culture,F._W._Bain,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Sports/Games,writer,United_Kingdom,United_Kingdom,Europe
503,1885.0,1955.0,Male,Culture,Francisco_Franco_de_Sousa,Southern Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,sculptor,Portugal,Portugal,Europe
504,1365.0,1430.0,Male,Leadership,Johann_Vasmer,Western Europe,2.Post-Classical History 501-1500AD,Politics,Missing,politician,Germany,Old_(before_year_1990_AD)_Germany,Europe
505,1920.0,2012.0,Male,Leadership,Karlheinz_Poredda,Western Europe,5.Contemporary period 1901-2020AD,Politics,Missing,politician,Germany,Germany,Europe
506,1613.0,1691.0,Male,Discovery/Science,Johann_Henrich_Voigt,Western Europe,3.Early Modern Period 1501-1750AD,Academia,Culture-core,mathematician,Germany,Old_(before_year_1990_AD)_Germany,Europe
507,1490.0,1543.0,Male,Leadership,Franjo_Frankopan,Southern Europe,2.Post-Classical History 501-1500AD,Religious,Family,priest,Croatia,Old_(before_year_1991_AD)_Croatia,Europe
508,1892.0,1971.0,Male,Discovery/Science,Rudolf_Drost,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Missing,ornithologist,Germany,Old_(before_year_1990_AD)_Germany,Europe
509,,1436.0,Male,Leadership,Ivan_VI_Frankopan,Southern Europe,2.Post-Classical History 501-1500AD,Nobility,Family,noble,Croatia,Old_(before_year_1991_AD)_Croatia,Europe
510,,,Male,Leadership,Bulat_Tschagajew,Eastern Europe,5.Contemporary period 1901-2020AD,Corporate/Executive/Business (large),Missing,business,Russia,Russia,Europe
511,1991.0,,Female,Culture,Isabel_Bongard,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
512,1992.0,,Male,Sports/Games,Bulat_Rawilewitsch_Schawalejew,Eastern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,hockey,Russia,Russia,Europe
513,1884.0,1968.0,Female,Other,Rita_Ãhquist,Western Europe,4.Mid Modern Period 1751-1900AD,Worker/Business (small),Missing,translator,Germany,Old_(before_year_1990_AD)_Germany,Europe
514,1949.0,,Male,Discovery/Science,AndrÃ¡s_Frank,Eastern Europe,5.Contemporary period 1901-2020AD,Academia,Missing,mathematician,Hungary,Hungary,Europe
515,1942.0,,Male,Culture,Walter_Kreye,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
516,1855.0,1928.0,Male,Leadership,Frank_Friday_Fletcher,Northern America,4.Mid Modern Period 1751-1900AD,Military,Missing,officer,US,US,America
517,1893.0,1973.0,Male,Discovery/Science,Friedrich_Huttenlocher,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Missing,geographer,Germany,Old_(before_year_1990_AD)_Germany,Europe
518,1943.0,1992.0,Female,Sports/Games,MÃ¡ria_Frank,Eastern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,swimmer,Hungary,Hungary,Europe
519,1942.0,,Male,Discovery/Science,Rolf_Steininger,Western Europe,5.Contemporary period 1901-2020AD,Academia,Missing,historian,Germany,Germany,Europe
520,1990.0,,Male,Sports/Games,RichÃ¡rd_Frank,Eastern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Hungary,Hungary,Europe
521,,,Male,Discovery/Science,Frank_Wentz,Northern America,,Academia,Explorer/Inventor/Developer,research,US,US,America
522,1989.0,,Male,Sports/Games,Frank_Wiafe_Danquah,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Netherlands,Netherlands,Europe
523,1940.0,2010.0,Male,Discovery/Science,Paul_MÃ¼ller_(biologist),Western Europe,5.Contemporary period 1901-2020AD,Academia,Missing,biologist,Germany,Germany,Europe
524,1913.0,1947.0,Female,Culture,Ruth_Eweler,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Old_(before_year_1990_AD)_Germany,Europe
525,1973.0,,Female,Leadership,Sabine_JÃ¼nger,Western Europe,5.Contemporary period 1901-2020AD,Politics,Missing,politician,Germany,Germany,Europe
526,1985.0,,Male,Sports/Games,Frankie_Gavin_(boxer),Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,boxer,United_Kingdom,United_Kingdom,Europe
527,1891.0,,Male,Leadership,Franklin_Saunders,Western Europe,4.Mid Modern Period 1751-1900AD,Military,Missing,officer,United_Kingdom,United_Kingdom,Europe
528,1903.0,1943.0,Male,Sports/Games,Willi_Reinfrank,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,weightlifter,Germany,Old_(before_year_1990_AD)_Germany,Europe
529,1907.0,1978.0,Male,Culture,Richard_Laugs,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,conductor,Germany,Old_(before_year_1990_AD)_Germany,Europe
530,1902.0,1967.0,Male,Discovery/Science,Franz_J._Beranek,Western Europe,5.Contemporary period 1901-2020AD,Academia,Culture-core,academic,Germany,Old_(before_year_1990_AD)_Germany,Europe
531,1941.0,,Male,Sports/Games,Peter_Neusel,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,rower,Germany,Germany,Europe
532,1856.0,1935.0,Male,Culture,Franz_Kaim,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Family,writer,Germany,Old_(before_year_1990_AD)_Germany,Europe
533,1893.0,1966.0,Male,Leadership,Franz_Lahner,Western Europe,4.Mid Modern Period 1751-1900AD,Military,Missing,flying_ace,Austria-Hungary,Austria-Hungary,Europe
534,1793.0,1861.0,Male,Other,Franz_Raffelsperger,Western Europe,4.Mid Modern Period 1751-1900AD,Worker/Business (small),Administration/Law,printer,Austria,Old_(before_year_1955_AD)_Austria,Europe
535,1894.0,1943.0,Male,Leadership,Wolfgang_von_Chamier-Glisczinski,Western Europe,4.Mid Modern Period 1751-1900AD,Military,Missing,officer,Germany,Old_(before_year_1990_AD)_Germany,Europe
536,1897.0,1919.0,Male,Leadership,Franz_Rudorfer,Western Europe,4.Mid Modern Period 1751-1900AD,Military,Missing,fighter,Austria,Old_(before_year_1955_AD)_Austria,Europe
537,1891.0,1953.0,Male,Culture,Richard_Euringer,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Culture-periphery,writer,Germany,Old_(before_year_1990_AD)_Germany,Europe
538,1769.0,1796.0,Male,Leadership,FranÃ§ois_SÃ©verin_Marceau,Western Europe,4.Mid Modern Period 1751-1900AD,Military,Politics,militar,France,France,Europe
539,1818.0,1889.0,Male,Culture,Wilhelm_Herchenbach,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,writer,Germany,Old_(before_year_1990_AD)_Germany,Europe
540,1761.0,1794.0,Male,Leadership,FranÃ§ois_Hanriot,Western Europe,4.Mid Modern Period 1751-1900AD,Politics,Other,rÃ©volution_franÃ§aise,France,France,Europe
541,1855.0,1939.0,Male,Discovery/Science,Konrad_Rieger,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Missing,psychiatrist,Germany,Old_(before_year_1990_AD)_Germany,Europe
542,1457.0,1529.0,Male,Leadership,FranÃ§ois_de_Tournemine_de_La_Guerche,Western Europe,2.Post-Classical History 501-1500AD,Administration/Law,Missing,ambassadeur,France,France,Europe
543,1530.0,1583.0,Male,Culture,FranÃ§ois_de_Belleforest,Western Europe,3.Early Modern Period 1501-1750AD,Culture-core,Worker/Business (small),writer,France,France,Europe
544,1567.0,1617.0,Male,Discovery/Science,FranÃ§ois_d'Aguilon,Western Europe,3.Early Modern Period 1501-1750AD,Academia,Religious,mathematician,Belgium,Old_(before_year_1830_AD)_Belgium,Europe
545,1856.0,1919.0,Male,Culture,Paul_Geisler_(Komponist),Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,conductor,Germany,Old_(before_year_1990_AD)_Germany,Europe
546,1951.0,2020.0,Male,Discovery/Science,Ulrich_Knefelkamp,Western Europe,5.Contemporary period 1901-2020AD,Academia,Missing,medievalist,Germany,Germany,Europe
547,1961.0,,Male,Sports/Games,Fred_Arthur,Northern America,5.Contemporary period 1901-2020AD,Sports/Games,Missing,hockey,Canada,Canada,America
548,1942.0,,Male,Culture,Fred_Murphy_(cinematographer),Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,cinema,US,US,America
549,1949.0,,Male,Sports/Games,Fred_O'Donnell,Northern America,5.Contemporary period 1901-2020AD,Sports/Games,Missing,hockey,Canada,Canada,America
550,1897.0,1972.0,Male,Culture,Kurt_Grossmann,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-periphery,Missing,journalist,Germany,Old_(before_year_1990_AD)_Germany,Europe
551,1907.0,1946.0,Male,Missing,Wilhelm_Bahr,Western Europe,5.Contemporary period 1901-2020AD,Missing,Missing,,Germany,Old_(before_year_1990_AD)_Germany,Europe
552,1978.0,,Male,Culture,Frederik_Ehmke,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,drummer,Germany,Germany,Europe
553,1913.0,2012.0,Male,Sports/Games,Manfred_Bues,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Academia,athletic,Germany,Germany,Europe
554,1966.0,,Male,Culture,Rainer_Trost,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,singer,Germany,Germany,Europe
555,1841.0,1908.0,Male,Culture,Ludwig_von_Tiedemann,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-periphery,Administration/Law,architect,Germany,Old_(before_year_1990_AD)_Germany,Europe
556,1493.0,1573.0,Male,Culture,Valentin_Triller,Western Europe,2.Post-Classical History 501-1500AD,Culture-core,Religious,composer,Germany,Old_(before_year_1990_AD)_Germany,Europe
557,1906.0,1975.0,Male,Leadership,Paul_Bromme,Western Europe,5.Contemporary period 1901-2020AD,Politics,Culture-periphery,politician,Germany,Old_(before_year_1990_AD)_Germany,Europe
558,1904.0,1970.0,Male,Leadership,Max_Sollmann,Western Europe,5.Contemporary period 1901-2020AD,Politics,Other,politician,Germany,Old_(before_year_1990_AD)_Germany,Europe
559,1953.0,,Male,Sports/Games,Wolfgang_SchÃ¤ffer,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Culture-periphery,sport,Germany,Germany,Europe
560,1984.0,,Female,Culture,Szilvia_Freire,Eastern Europe,5.Contemporary period 1901-2020AD,Culture-periphery,Other,beauty_pageant,Hungary,Hungary,Europe
561,1946.0,,Male,Leadership,Johannes_Kreidler,Western Europe,5.Contemporary period 1901-2020AD,Religious,Culture-core,priest,Germany,Germany,Europe
562,1946.0,,Male,Culture,KÃ¡roly_Frenreisz,Eastern Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,composer,Hungary,Hungary,Europe
563,1811.0,1890.0,Female,Culture,Jenny_von_Gustedt,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,writer,Germany,Old_(before_year_1990_AD)_Germany,Europe
564,1873.0,1942.0,Male,Discovery/Science,Otto_Kloeppel,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Culture-periphery,academic,Germany,Old_(before_year_1990_AD)_Germany,Europe
565,1896.0,1962.0,Male,Leadership,Otto_KleingÃ¼nther,Western Europe,4.Mid Modern Period 1751-1900AD,Politics,Missing,politician,Germany,Old_(before_year_1990_AD)_Germany,Europe
566,1959.0,,Male,Discovery/Science,TamÃ¡s_Freund,Eastern Europe,5.Contemporary period 1901-2020AD,Academia,Missing,biologist,Hungary,Hungary,Europe
567,1839.0,1902.0,Male,Discovery/Science,Wilhelm_Kiesselbach,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Missing,physician,Germany,Old_(before_year_1990_AD)_Germany,Europe
568,1972.0,,Male,Sports/Games,Thomas_Hoersen,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Germany,Germany,Europe
569,1952.0,,Male,Leadership,Paul_Wengert,Western Europe,5.Contemporary period 1901-2020AD,Politics,Administration/Law,mayor,Germany,Germany,Europe
570,1963.0,,Male,Culture,Thomas_Wrede,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,artist,Germany,Germany,Europe
571,1939.0,,Male,Discovery/Science,Wolfram_Saenger,Western Europe,5.Contemporary period 1901-2020AD,Academia,Missing,biochemist,Germany,Germany,Europe
572,1881.0,1916.0,Male,Discovery/Science,Wilhelm_MÃ¼ller-Wismar,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Missing,anthropologist,Germany,Old_(before_year_1990_AD)_Germany,Europe
573,1903.0,1944.0,Male,Culture,DÃ©nes_Friedmann,Eastern Europe,5.Contemporary period 1901-2020AD,Culture-core,Religious,writer,Hungary,Hungary,Europe
574,1974.0,,Female,Culture,Tessa_Mittelstaedt,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
575,1818.0,1893.0,Male,Discovery/Science,Friedrich_Krasser,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Culture-core,physician,Germany,Old_(before_year_1990_AD)_Germany,Europe
576,1456.0,1487.0,Male,Leadership,"Sigismund_III,_Prince_of_Anhalt-Dessau",Western Europe,2.Post-Classical History 501-1500AD,Nobility,Missing,aristocrat,Germany,Old_(before_year_1990_AD)_Germany,Europe
577,1959.0,,Male,Culture,Thomas_Satinsky,Western Europe,5.Contemporary period 1901-2020AD,Culture-periphery,Missing,journalist,Germany,Germany,Europe
578,1919.0,2017.0,Male,Culture,Wolf_C._Hartwig,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,film,Germany,Germany,Europe
579,1921.0,2008.0,Female,Culture,Tamara_Ehlert,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,poet,Germany,Germany,Europe
580,1916.0,2008.0,Female,Leadership,Waltrude_Schleyer,Western Europe,5.Contemporary period 1901-2020AD,Corporate/Executive/Business (large),Family,business,Germany,Germany,Europe
581,1969.0,,Male,Culture,Volker_NeumÃ¼ller,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Corporate/Executive/Business (large),music,Germany,Germany,Europe
582,1901.0,1986.0,Male,Culture,Fritz_Goro,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Explorer/Inventor/Developer,photographer,US,US,America
583,,1624.0,Male,Leadership,Peter_von_Beeck,Western Europe,3.Early Modern Period 1501-1750AD,Religious,Academia,religious,Germany,Old_(before_year_1990_AD)_Germany,Europe
584,1911.0,1993.0,Male,Discovery/Science,Fritz_Oberhettinger,Western Europe,5.Contemporary period 1901-2020AD,Academia,Missing,mathematician,Germany,Germany,Europe
585,1968.0,,Male,Leadership,"Frederik,_Crown_Prince_of_Denmark",Northern Europe,5.Contemporary period 1901-2020AD,Nobility,Family,heir,Denmark,Denmark,Europe
586,1966.0,,Male,Sports/Games,Fritz_Stuchlik,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Austria,Austria,Europe
587,1914.0,1998.0,Male,Leadership,Rudolf_Eberhard,Western Europe,5.Contemporary period 1901-2020AD,Politics,Missing,politician,Germany,Germany,Europe
588,1950.0,,Male,Leadership,Ulrich_Born,Western Europe,5.Contemporary period 1901-2020AD,Politics,Administration/Law,politician,Germany,Germany,Europe
589,1896.0,1985.0,Male,Leadership,Stanislaw_Trabalski,Western Europe,4.Mid Modern Period 1751-1900AD,Politics,Military,politician,Germany,Old_(before_year_1990_AD)_Germany,Europe
590,1972.0,,Female,Culture,Rosa_Barba,Southern Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,artist,Italy,Italy,Europe
591,1932.0,,Male,Discovery/Science,Ulrich_Willerding,Western Europe,5.Contemporary period 1901-2020AD,Academia,Missing,archaeologist,Germany,Germany,Europe
592,1899.0,1946.0,Male,Culture,Werner_Hochbaum,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,film,Germany,Old_(before_year_1990_AD)_Germany,Europe
593,1038.0,1103.0,Male,Leadership,Frutolf_of_Michelsberg,Western Europe,2.Post-Classical History 501-1500AD,Religious,Culture-core,monk,Germany,Old_(before_year_1990_AD)_Germany,Europe
594,1917.0,1958.0,Male,Culture,Bull_City_Red,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,singer,US,US,America
595,1897.0,1973.0,Male,Leadership,Bull_Connor,Northern America,4.Mid Modern Period 1751-1900AD,Politics,Administration/Law,politician,US,US,America
596,1965.0,,Male,Culture,Rudolf_von_Waldenfels,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
597,1985.0,,Female,Culture,Saralisa_Volm,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
598,1952.0,,Male,Discovery/Science,FrÃ©dÃ©ric_Barbier_(historian),Western Europe,5.Contemporary period 1901-2020AD,Academia,Worker/Business (small),historian,France,France,Europe
599,1972.0,,Male,Sports/Games,FrÃ©dÃ©ric_Esther,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,boxer,France,France,Europe
600,,200.0,Male,Other,Bulla_Felix,Southern Europe,1.Ancient History Before 500AD,Other,Nobility,brigand,Italy,Old_(before_year_1861_AD)_Italy,Europe
601,1799.0,1875.0,Male,Discovery/Science,FrÃ©dÃ©ric_Eichhoff,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Culture-core,teacher,France,France,Europe
602,1940.0,2020.0,Male,Culture,Tilo_PrÃ¼ckner,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
603,1897.0,1982.0,Male,Sports/Games,SÃ¡ndor_FrÃ¶hlich,Eastern Europe,4.Mid Modern Period 1751-1900AD,Sports/Games,Missing,football,Hungary,Hungary,Europe
604,1970.0,,Female,Culture,Petra_Hack,Western Europe,5.Contemporary period 1901-2020AD,Culture-periphery,Other,model,Germany,Germany,Europe
605,1955.0,2020.0,Male,Leadership,Stefan_Lippe,Western Europe,5.Contemporary period 1901-2020AD,Corporate/Executive/Business (large),Worker/Business (small),manager,Germany,Germany,Europe
606,1770.0,1817.0,Male,Culture,Johann_Samuel_Fuchs,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Academia,writer,Austria,Old_(before_year_1955_AD)_Austria,Europe
607,1809.0,1892.0,Male,Culture,Rudolf_Fuchs_(industriel),Eastern Europe,4.Mid Modern Period 1751-1900AD,Culture-periphery,Corporate/Executive/Business (large),journalist,Hungary,Hungary,Europe
608,1466.0,1510.0,Male,Leadership,"Rudolph_IV,_Prince_of_Anhalt-Dessau",Western Europe,2.Post-Classical History 501-1500AD,Nobility,Politics,prince,Germany,Old_(before_year_1990_AD)_Germany,Europe
609,1992.0,,Male,Culture,Vincent_Redetzki,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
610,1158.0,1237.0,Male,Culture,Fujiwara_no_Ietaka,Eastern Asia,2.Post-Classical History 501-1500AD,Culture-core,Nobility,poet,Japan,Old_(before_year_1947_AD)_Japan,Asia
611,1979.0,,Male,Sports/Games,Brandon_Webb,Northern America,5.Contemporary period 1901-2020AD,Sports/Games,Missing,baseball,US,US,America
612,1977.0,,Male,Sports/Games,Travis_Hafner,Northern America,5.Contemporary period 1901-2020AD,Sports/Games,Missing,baseball,US,US,America
613,1929.0,1984.0,Male,Leadership,Walter_Krysmann,Western Europe,5.Contemporary period 1901-2020AD,Military,Politics,officer,Germany,Old_(before_year_1990_AD)_Germany,Europe
614,1972.0,,Female,Sports/Games,Etsuko_Fukano,Eastern Asia,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Japan,Japan,Asia
615,1866.0,1933.0,Female,Leadership,Anna_Blos,Western Europe,4.Mid Modern Period 1751-1900AD,Politics,Culture-core,politician,Germany,Old_(before_year_1990_AD)_Germany,Europe
616,1909.0,1943.0,Male,Leadership,Karl_Behrens,Western Europe,5.Contemporary period 1901-2020AD,Politics,Explorer/Inventor/Developer,widerstand,Germany,Old_(before_year_1990_AD)_Germany,Europe
617,1959.0,,Male,Leadership,Kenan_Kolat,Western Europe,5.Contemporary period 1901-2020AD,Politics,Explorer/Inventor/Developer,politician,Germany,Germany,Europe
618,1949.0,,Male,Leadership,Ulrich_Birkenheier,Western Europe,5.Contemporary period 1901-2020AD,Administration/Law,Military,lawyer,Germany,Germany,Europe
619,1851.0,1922.0,Male,Culture,Julius_Heinrich_Zimmermann,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Corporate/Executive/Business (large),music,Germany,Old_(before_year_1990_AD)_Germany,Europe
620,1828.0,1900.0,Male,Culture,Robert_Koenig,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Culture-periphery,writer,Germany,Old_(before_year_1990_AD)_Germany,Europe
621,1976.0,,Male,Sports/Games,Tomo_Ohka,Eastern Asia,5.Contemporary period 1901-2020AD,Sports/Games,Missing,baseball,Japan,Japan,Asia
622,554.0,639.0,Male,Discovery/Science,Fu_Yi,Eastern Asia,2.Post-Classical History 501-1500AD,Academia,Family,astronomer,China,Old_(before_year_1949_AD)_China,Asia
623,1818.0,1888.0,Male,Discovery/Science,Wilhelm_Rudolf_Kutter,Western Europe,4.Mid Modern Period 1751-1900AD,Explorer/Inventor/Developer,Missing,engineer,Germany,Old_(before_year_1990_AD)_Germany,Europe
624,,,Male,Culture,Funktasztikus,Eastern Europe,,Culture-core,Missing,rapper,Hungary,Hungary,Europe
625,1894.0,1943.0,Female,Leadership,Klara_Schabbel,Western Europe,4.Mid Modern Period 1751-1900AD,Politics,Military,politician,Germany,Old_(before_year_1990_AD)_Germany,Europe
626,,1750.0,Male,Culture,Giovanni_Bindi,Western Europe,3.Early Modern Period 1501-1750AD,Culture-core,Academia,opera,Germany,Old_(before_year_1990_AD)_Germany,Europe
627,1901.0,1984.0,Male,Sports/Games,KÃ¡roly_Furmann,Eastern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Hungary,Hungary,Europe
628,1988.0,,Female,Culture,Asumi_Nakada,Eastern Asia,5.Contemporary period 1901-2020AD,Culture-core,Culture-periphery,seiyÅ«,Japan,Japan,Asia
629,1931.0,2012.0,Male,Culture,Larry_Hagman,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,US,US,America
630,1979.0,,Male,Sports/Games,KrisztiÃ¡n_Futaki,Eastern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Hungary,Hungary,Europe
631,1816.0,1888.0,Male,Culture,Anton_Sommer,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,poet,Germany,Old_(before_year_1990_AD)_Germany,Europe
632,1909.0,1945.0,Male,Leadership,Rudolf_Levin,Western Europe,5.Contemporary period 1901-2020AD,Military,Culture-core,oberst,Germany,Old_(before_year_1990_AD)_Germany,Europe
633,1990.0,,Male,Sports/Games,MÃ¡rkÃ³_FutÃ¡cs,Eastern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Hungary,Hungary,Europe
634,1978.0,,Male,Culture,Martin_SchÃ¤uble,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Culture-periphery,writer,Germany,Germany,Europe
635,1987.0,,Male,Sports/Games,Martin_KrÃ¤mer,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,chess,Germany,Germany,Europe
636,1725.0,1784.0,Male,Discovery/Science,Johann_Ernst_Zeiher,Western Europe,3.Early Modern Period 1501-1750AD,Academia,Missing,mathematician,Germany,Old_(before_year_1990_AD)_Germany,Europe
637,1968.0,,Male,Culture,AndrÃ©_Bauer_(Schauspieler),Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
638,1852.0,1921.0,Male,Discovery/Science,Alphons_J._van_der_Grinten,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Missing,cartographer,Germany,Old_(before_year_1990_AD)_Germany,Europe
639,1953.0,,Male,Culture,IstvÃ¡n_FÃ¡biÃ¡n,Eastern Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,poet,Hungary,Hungary,Europe
640,1882.0,1966.0,Male,Leadership,Victor_Antoni,Western Europe,4.Mid Modern Period 1751-1900AD,Politics,Worker/Business (small),politician,Germany,Old_(before_year_1990_AD)_Germany,Europe
641,1991.0,,Female,Sports/Games,Silvia_Sperl,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,player,Germany,Germany,Europe
642,1430.0,1498.0,Male,Culture,Stephan_Fridolin,Western Europe,2.Post-Classical History 501-1500AD,Culture-core,Religious,writer,Germany,Old_(before_year_1990_AD)_Germany,Europe
643,1965.0,,Female,Culture,Susanne_Szell,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
644,1890.0,1955.0,Male,Leadership,Kurt_Pflugbeil,Western Europe,4.Mid Modern Period 1751-1900AD,Military,Missing,officer,Germany,Old_(before_year_1990_AD)_Germany,Europe
645,1792.0,1867.0,Male,Leadership,IgnÃ¡c_FÃ¡bry,,4.Mid Modern Period 1751-1900AD,Religious,Culture-periphery,priest,,Missing,
646,1953.0,,Male,Culture,SÃ¡ndor_FÃ¡bry,Eastern Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,screenwriter,Hungary,Hungary,Europe
647,1904.0,1934.0,Male,Leadership,Rudolf_Schwarz_(rÃ©sistant),Western Europe,5.Contemporary period 1901-2020AD,Politics,Military,politician,Germany,Old_(before_year_1990_AD)_Germany,Europe
648,1935.0,2007.0,Male,Culture,Rainer_von_Schilling,Western Europe,5.Contemporary period 1901-2020AD,Culture-periphery,Missing,editor,Germany,Germany,Europe
649,1954.0,,Female,Culture,Tina_York,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,singer,Germany,Germany,Europe
650,1953.0,,Male,Leadership,Subramaniam_Sathasivam,SouthEast Asia,5.Contemporary period 1901-2020AD,Politics,Missing,politician,Malaysia,Malaysia,Asia
